ParticipantID,edu,eduother,engnative,engyrs,politics,religion,age,ethnicity,gender,comments,VICTIM_PERP,Condition,tainted,harmed,disobeyed,resilience,Blame
R_PujLNkioG4JhVcZ,4, ,1, ,7,1,40,White,2, ,p,complete,0,0,0,2,7
R_1CyIhxoYQo5KnDh,5, ,1, ,5,3,40,AMERICAN,2, ,v,continuo,6,4,6,3,0
R_DIzTO5dQAtPFaZr,6, ,1, ,6,1,40,asian,2, ,v,contagio,0,7,0,5,0
R_2VgOZaYxfVYiYRk,4, ,1, ,2,6,40,caucasian,2, ,v,contagio,6,7,3,5,0
R_3ho1gue3o1RjHL4,3, ,1, ,6,4,40,ASIAN,2, ,v,contagio,1,6,1,5,0
R_V3YlRW3CBmmJoqJ,2, ,1, ,5,4,40,white,2, ,v,contagio,2,5,7,4,0
R_dijykgeADedRfAR,3, ,1, ,4,5,40,White,2, ,v,contagio,6,5,6,4,0
R_1LI0ReIBNaOyjzL,4, ,1, ,5,7,40,White,2, ,v,contagio,7,6,7,4,0
R_2zCsBxPbX7OP7FU,4, ,1, ,5,7,40,African American,2, ,v,contagio,5,6,5,4,0
R_3P4AWhsYXxx4kon,5, ,1, ,4,4,40,White,2, ,v,contagio,0,3,3,3,0
R_12ms1erjR8efqHn,2, ,1, ,4,1,40,African American,2,No comments.,v,partial,7,7,7,5,0
R_00TPFPTqimg3G8h,4, ,1, ,7,2,40,white,2,"No, great survey., thanks!",v,temporar,0,2,7,3,0
R_2zzOTi6tN9NsSh9,4, ,1, ,5,6,40,African American,2,no,v,temporar,1,1,5,1,3
R_ve0WWRVEifpUezL,4, ,1, ,1,7,40,White,2,none,v,complete,4,2,7,0,0
R_1CeBMnhUhFQ2eSH,3, ,1, ,2,4,39,white,2, ,p,complete,5, , , ,7
R_sHETLsvLkTpYrU5,3, ,1, ,6,3,39,white,2, ,p,continuo,3,1,1,6,7
R_2Wu2nk4Nsk9jgci,3, ,1, ,4,6,39,Native American/White,2,No.,p,continuo,5,4,0,4,7
R_2rIoPBd28C8LC7Z,4, ,1, ,4,4,39,American,2, ,p,continuo,5,0,0,4,6
R_1pKYnEXlllOtMDs,4, ,1, ,7,6,39,black,2, ,p,continuo,0,0,0,2,5
R_5db7ZtvYDqOBYkh,5, ,1, ,2,6,39,White,2,None,p,contagio,5,5,7,3,7
R_2YVaEwWLcU1wyA8,2, ,1, ,4,6,39,White,2, ,p,contagio,5,5,3,3,7
R_306Piy0fLMbxxuv,3, ,1, ,6,1,39,United States American,2,No comments or suggestions,p,contagio,4,1,0,2,6
R_9RAC2HjTFegdGKN,3, ,1, ,4,4,39,caucasian,2,no,p,partial,1,0,0,4,6
R_1gShDqrzXSpAr53,3, ,1, ,5,1,39,White,2,No,p,partial,0,0,0,4,7
R_8GI0eIUvXjpUstH,4, ,1, ,4,1,39, ,2, ,p,complete,4,1,1,3,5
R_2fBSrU7QU1fdHUY,2, ,1, ,3,2,39,White,2,"None, thank you.",p,complete,3,4,1,2,5
R_a2ZD1ecappU5l29,3, ,1, ,6,3,39,"White/Southeast Asian, Hispanic",2, ,v,continuo,5,6,6,4,0
R_2tn8MTb9zemefkO,4, ,1, ,7,1,39,White,2,No,v,continuo,6,5,7,4,0
R_2R9Wzh3hrWBcS1k,4, ,1, ,4,6,39,BLACK,2, ,v,continuo,4,6,0,0,0
R_a98bJZuIdkN0BJ7,4, ,1, ,3,7,39,White,2,No,v,contagio,1,7,5,6,0
R_Z8LZGb1lHeH3tfz,3, ,1, ,4,2,39,Black,2, ,v,contagio,5,5,1,3,1
R_1dlPQye7wrFqNGF,7, ,1, ,7,1,39,white,2,no,v,isolate,2,5,6,4,0
R_rpXnKIwlGSzK5lD,4, ,1, ,1,7,39,white,2,"maybe define what you mean by ""received a lot of treatment.""  That phrase was confusing.  It could mean medical treatment, treatment from a counselor or psychiatrist, could just mean being treated differently than other peers.  Needs clarification.",v,isolate,1,7,5,3,0
R_2X5nApvWlMenXFh,3, ,1, ,1,6,39,white,2, ,v,partial,0,3,7,3,0
R_1jj3BdaXgpCTf4f,4, ,1, ,1,6,39,White American,2,none,v,partial,6,5,5,3,0
R_1jlzVTZjZXhD27f,5, ,1, ,7,1,39,white,2, ,v,partial,5,6,2,4,1
R_pEonzwAMlfrkIdb,5, ,1, ,2,5,39,caucasian,2, ,v,partial,4,3,4,4,0
R_Ugow6mxJG0hqlEd,2, ,1, ,5,4,39,white,2, ,v,partial,7,7,7,7,0
R_D1RZ8WUrQRUswOR,4, ,1, ,2,6,39, ,2, ,v,temporar,6,7,0,6,1
R_1FaJ48ziV0VQknw,3, ,1, ,4,4,39,Caucasaian,2, ,v,temporar,5,6,6,2,1
R_2S6upbndHifOruH,4, ,1, ,1,1,39,Caucasain,2, ,v,temporar,5,5,5,1,0
R_zcZsuqrcFdXAnrX,4, ,1, ,6,2,39,Hispanic,2,No.,v,complete,7,3,7,4,0
R_3nAVySqTXoEhrpS,4, ,1, ,4,7,38,Asian,2,no,p,continuo,0,4,5,6,4
R_2fxiN3RI0GBucZc,4, ,1, ,5,6,38,White,2,No,p,continuo,4,1,1,4,5
R_1PdsKTMOv8cXm6p,4, ,1, ,5,2,38,Asian,2,none,p,contagio,7,4,4,5,5
R_2QFB7jNzE56piBy,4, ,1, ,2,6,38,Caucasian,2,no,p,contagio,2,1,1,3,6
R_3G1EGqXAb46MtT2,5, ,1, ,4,3,38,African American,2, ,p,contagio,3,1,0,2,0
R_3oT7N9umJ34zraN,4, ,1, ,2,2,38,black,2, ,p,contagio,7,0,0,1,7
R_qyW5BTGPFxMRoJj,4, ,1, ,5,4,38,filipino,2, ,p,isolate,6,0,0,5,7
R_23fYJjR3qz2FPaf,5, ,1, ,2,6,38,Asian,2,No,p,partial,5,1,3,2,7
R_1mgh2fJwI9Ip7lE,4, ,1, ,7,2,38,Chinese American,2,"No, but thanks for the opportunity and any bonus.",p,temporar,5,3,1,4,5
R_3oGjCD8F8khOc8m,4, ,1, ,6,2,38,caucasian,2, ,p,temporar,4,0,1,2,7
R_Wc9FNl9nu28cp8t,4, ,1, ,6,1,38,White,2, ,p,complete,0,0,0,3,7
R_3PUmU9uyMyaiixk,3, ,1, ,3,5,38,White,2,no,p,complete,3,0,0,2,5
R_3HwaOHaFFqw40sz,4, ,1, ,2,7,38,white,2, ,p,complete,2,1,1,2,1
R_10V5Ul4iOJSfIbF,4, ,1, ,7,6,38,Asian American,2,No,p,complete,5,3,1,1,7
R_20M7oHcTL8ihYZ7,4, ,1, ,3,3,38,WHITE,2,HAVE A GREAT DAY,p,complete,3,2,1,1,6
R_2Etlww2KhvXW3WJ,3, ,1, ,2,7,38,white,2, ,v,continuo,2,6,4,6,0
R_2zkxEjp9nRy5zu4,6, ,1, ,7,1,38,white,2, ,v,continuo,1,4,4,2,1
R_YafWPNOtagCJEUF,4, ,1, ,6,1,38,Caucasian,2,none,v,continuo,1,4,7,2,0
R_VUpbVJ5SVermJS9,5, ,1, ,6,2,38,Native American,2,no,v,continuo,1,6,7,2,0
R_3CaUH5XDtc5eeB3,4, ,1, ,4,4,38,White / Caucasian,2, ,v,contagio,3,6,7,4,0
R_2QzxhYA3u7wuSQL,5, ,1, ,5,5,38,WHITE,2, ,v,contagio,3,6,6,3,0
R_12tcc3OmRQFT5Qo,3, ,1, ,6,2,38,Caucasian,2, ,v,isolate,4,6,7,7,0
R_7WACHMH9EcN9ph7,4, ,1, ,5,1,38,asian,2, ,v,isolate,0,7,0,5,0
R_XNvtfSoYtDbGwp3,4, ,1, ,5,4,38,black,2,no,v,isolate,4,5,3,4,4
R_pT0qNbshMqpbmmJ,6, ,1, ,2,6,38,European American,2,No,v,partial,6,6,7,5,0
R_3g18S0yzCJHslz3,4, ,1, ,6,2,38,caucasian,2, ,v,temporar,5,5,6,3,0
R_3P6skEit8FOd9mT,3, ,1, ,4,4,38,white,2, ,v,temporar,7,7,7,0,0
R_2dBg6uLNJRxZDWh,3, ,1, ,6,1,38,caucasian,2, ,v,complete,0,6,6,5,0
R_2Y3POVOsBNolOcv,4, ,1, ,5,3,38,white,2, ,v,complete,6,5,6,4,0
R_x5hfO5nTY3J1YTD,4, ,1, ,6,1,38,white,2,no,v,complete,2,7,7,3,0
R_3EnwEKWi8qyHIxd,4, ,1, ,5,1,38,white,2, ,v,complete,4,5,7,2,0
R_xsHgyoYU2awnJcJ,4, ,1, ,2,6,37,white,2,none,p,continuo,3,3,3,3,7
R_3hc49JInJUFMSce,3, ,1, ,2,6,37,Mixed,2,No comments at the current time.,p,continuo,3,3,3,3,7
R_qVlbgwu8On3BTjP,3, ,1, ,1,1,37,white,2, ,p,contagio,3,3,5,4,0
R_1r2mae5PTP1gKZz,3, ,1, ,5,3,37,Hispanic,2,No,p,contagio,6,3,1,1,6
R_3IREJGZ8vZSbwmK,3, ,1, ,7,5,37,African American,2, ,p,contagio,0,0,0,0,7
R_3CHlacLw9wxanWJ,3, ,1, ,4,5,37,white,2, ,p,isolate,4,3,1,5,6
R_12th8ZqHdxcLgDR,3, ,1, ,4,6,37,white,2, ,p,isolate,6,0,0,4,7
R_1QmVlkmimnyBqW5,3, ,1, ,6,1,37,caucasian,2, ,p,isolate,1,1,1,3,5
R_2YArqY2vH7rEPOf,4, ,1, ,2,6,37,white,2, ,p,isolate,0,0,0,2,7
R_25LcAvhDf8hVyj4,3, ,1, ,3,6,37,white,2, ,p,isolate,2,1,4,1,7
R_A0S52EXT6Y40zkJ,3, ,1, ,3,1,37,Black,2,no,p,partial,5,6,7,3,7
R_1gN2tm9ZCRQZgL2,4, ,1, ,6,1,37,Asian,2, ,p,temporar,3,3,1,6,7
R_3qmNn87kO1HgFZ7,5, ,1, ,7,2,37,White,2,Is the question supposed to say Kim mugged someone or Kim was mugged by someone?,p,temporar, , , ,3,7
R_293UTeZDZa7TZx0,4, ,1, ,3,2,37,white,2, ,p,temporar,4,1,0,2,6
R_24OsHphBOlHBujE,4, ,1, ,4,1,37,White,2, ,p,temporar,0,0,0,0,7
R_3pmRZAFVnDJb1WW,4, ,1, ,5,5,37,White,2,No,p,complete,3,4,2,5,7
R_11cHYiUbv52pJYM,4, ,1, ,7,7,37,African American,2, ,p,complete,1, , ,4,7
R_1FKsCNAHdXVXyh1,5, ,1, ,2,7,37,African American,2, ,v,continuo,0,7,7,3,0
R_31iRGXc4MWKXDR1,4, ,1, ,6,6,37,Black,2,No,v,contagio,7,7,7,4,0
R_2nojh7ct2BRQgJr,4, ,1, ,7,1,37,white,2,no,v,contagio,0,4,7,3,0
R_b326nKWlVIIHrOx,3, ,1, ,4,4,37,white,2,"Easy to read survey, thank you!",v,contagio, ,4,7,3,0
R_2E4UUV0NjS3ZxBX,4, ,1, ,5,6,37,black,2, ,v,isolate, ,5,7,7,0
R_1mz1tuG25OIIgiC,3, ,1, ,2,4,37,white,2,no,v,isolate,3,3,6,6,1
R_5dRYcZnU8rlmJ9L,4, ,1, ,7,1,37,Caucasian,2, ,v,isolate,3,4,7,4,0
R_1CD9xsEb7VkM7et,3, ,1, ,3,1,37,White,2, ,v,isolate,6,4,0,3,0
R_AdHifqvvE4XrTnb,5, ,1, ,5,2,37,Caucasian,2, ,v,isolate,1,2,4,3,0
R_1n23HwcTEG1Enzr,4, ,1, ,5,5,37,Caucasian,2,none,v,isolate,6,7,6,2,1
R_3iUYkNkJONu8nDT,7, ,1, ,2,6,37,White,2, ,v,temporar,5,6,7,4,0
R_2YE83Cf8KgB8Swj,3, ,1, ,7,4,37,black,2, ,v,temporar,3,7,7,3,0
R_exIYFhx3SsdvC5H,4, ,1, ,2,7,37,Caucasian,2,NO,v,temporar,3,5,6,2,0
R_2VsdgiaWIj76UxX,3, ,1, ,5,4,37,white,2,no,v,complete,0,7,0,5,0
R_1q9D6WsC2VgryeG,3, ,1, ,4,5,37,White,2,None,v,complete,3,5,6,2,0
R_2sMpOMwyvATsFfX,3, ,1, ,4,2,37,White American,2,no,v,complete,5,3,7,2,0
R_1F2sB3cn2MhhVOK,4, ,1, ,4,1,36,AMERICAN,2, ,p,continuo,6,4,2,3,1
R_29oWAfvUDqQi36n,4, ,1, ,4,2,36,white,2, ,p,continuo,5,3,2,3,4
R_TqskbN4Pjk6clpL,3, ,1, ,4,5,36,White,2,NA,p,contagio,1,4,2,5,7
R_2dWU1NTiFaOlgQs,3, ,1, ,1,7,36,white,2,no,p,contagio,1,0,0,4,7
R_2cirbQHUIPyxvqK,4, ,1, ,2,6,36,american,2,"It says Kim received ""some treatment"" I think there is a word missing???",p,contagio,1,2,2,3,7
R_1fmbndT32sBV37y,3, ,1, ,4,4,36,Caucasian,2, ,p,isolate,2,0,0,5,7
R_3L0Y7oBJarm8z4o,4, ,1, ,2,2,36,white,2,no,p,isolate,4,3,2,5,7
R_1Q5SCubw7vAhidA,3, ,1, ,4,1,36,white,2,"no problems, thank you",p,isolate,0,3,6,4,0
R_2R95VPKFMqHL0Fe,3, ,1, ,4,6,36,Black,2, ,p,isolate,3,0,1,0,4
R_1M3C3RdejMmEs9w,4, ,1, ,3,6,36, caucasian,2,no,p,partial,4,2,1,5,6
R_21vp9vKbdqukiUm,5, ,1, ,7,1,36,american,2, ,p,partial,0,0,1,4,5
R_xo2MdGaG6QXOrrX,3, ,1, ,5,3,36,Black,2, ,p,partial,0,0,0,2,7
R_25YMdj3Jq2mMVrs,4, ,1, ,5,4,36,white,2, ,p,temporar, , , ,3,7
R_1gcPXUpnvofVdhS,4, ,1, ,4,5,36,white,2, ,p,temporar,0,0,3,2,7
R_1kMGiZf0pHjNc8v,4, ,1, ,4,6,36,Black/Latino,2, ,p,complete,7,7,7,4,0
R_3HqciTHRsuOYbmu,5, ,1, ,2,6,36,White,2,Nope,v,continuo,4,5,7,3,0
R_3lRoK3wxGxQIE3N,4, ,2,12,4,3,36,Asian,2, ,v,continuo,6,6,6,3,0
R_1imtr3bKdwvdC1W,5, ,1, ,4,3,36,Black,2,No,v,continuo,0,1,4,1,0
R_1Kwrdu5Nz3IBvlE,3, ,1, ,4,1,36,White,2, ,v,contagio,0,7,7,7,0
R_5pQeUWddBCmtBGp,4, ,1, ,1,7,36,Caucasian,2, ,v,isolate,0,7,0,7,0
R_1l3i1nN25Frdc9i,5, ,1, ,4,7,36,black,2,None!,v,isolate,6,6,7,7,0
R_2ALuOxjg0aqZAUu,4, ,1, ,5,5,36,Caucasian,2,None,v,isolate, ,2,7,4,0
R_1GPl35CXcCiurX0,4, ,2,12,6,1,36,Asian American,2,"No, thank you.",v,partial,6,7,0,6,0
R_28FKVcNfF6CxdPz,4, ,2,10,7,1,36,asian,2, ,v,temporar,4,3,4,5,3
R_2cjYtuvVob6mNqF,4, ,1, ,6,1,36,white,2, ,v,temporar,3,2,2,4,1
R_1rwP4QkwScmRc0x,3, ,1, ,7,1,36,White,2, ,v,temporar,0,2,7,1,0
R_XhAx9sPEzUP4O77,4, ,1, ,5,6,36,Native Hawaiian,2,No,v,complete,5,7,7,7,0
R_2dnYWEGuRW9ROty,3, ,1, ,4,4,36,WHITE,2, ,v,complete,7,7,7,7,0
R_qwIdKHcv5KDJXP3,4, ,1, ,4,4,36,Latina,2, ,v,complete,5,5,7,5,0
R_25LTtLluybNls94,3, ,1, ,3,1,36,White,2, ,v,complete,1,7,6,3,0
R_2VIMJmOssUSZ0jF,3, ,1, ,6,1,36,irish,2, ,v,complete,0,7,1,2,0
R_3KBHDzC0RvKP4ry,4, ,1, ,2,6,36,White,2, ,v,complete,5,5,3,1,0
R_1hT4dWkZymO8PQO,3, ,1, ,4,4,35,caucasian,2, ,p,temporar,4, ,4, ,7
R_21zfQ9XpHPLOjXq,5, ,1, ,4,4,35,Hispanic,2, ,p,continuo,2,0,0,7,7
R_2ZUlbI41slQ3q7N,3, ,1, ,4,4,35,white,2,no,p,continuo,5,1,1,4,7
R_vUGtXLsIJvY1Lix,4, ,1, ,4,6,35,white,2, ,p,continuo, , , ,3,7
R_2VIvSREq8lpGJRx,2, ,1, ,6,1,35,Caucasian,2,Thank you,p,contagio,4,0,0,4,7
R_1zD9zCplxIjEgbT,3, ,1, ,6,2,35,white,2,no thank you,p,contagio,1,3,0,4,6
R_33pWHmh63nzNxP6,6, ,1, ,6,2,35,Caucasian,2, ,p,contagio,0,2,0,3,5
R_3UJ2AUNQO4PuAz7,4, ,1, ,6,2,35,white,2, ,p,contagio,0,0,1,3,5
R_3lrwotaIZZ0iKhr,2, ,1, ,6,1,35,caucasian,2, ,p,contagio,2,0,0,3,7
R_3oNRq3IWpM4fGdq,4, ,1, ,4,1,35,White,2,No comments,p,isolate,4,2,6,2,7
R_2Ea8v4293oxAoRn,6, ,1, ,6,1,35,Caucasian,2,"no, thanks!",p,isolate,6,0,0,2,7
R_1Qo2w0LOXF1PVzn,3, ,1, ,4,2,35,white,2, ,p,isolate,0,0,0,2,7
R_1BURN1iAYESWJMB,6, ,1, ,6,1,35,caucasian,2, ,p,partial,2,4,4,5,6
R_9FySDawh3oQ27QJ,4, ,1, ,2,6,35,caucasian,2, ,p,partial,3,1,3,3,7
R_2AHiescdxrZnhkP,4, ,1, ,6,1,35,agnostic,2, ,p,temporar,0,4,6,4,0
R_0e6FUyY3utXkHC1,3, ,1, ,2,6,35,Mixed American,2, ,p,temporar,0,0,0,2,7
R_3saHuOTrxGQgrjm,4, ,1, ,2,4,35,Caucasian,2, ,p,complete,3,2,2,4,5
R_1gOe3WekU1siDYE,4, ,1, ,4,4,35,White,2,No,p,complete,5,5,7,3,0
R_0jo74qGalmid5oR,4, ,1, ,7,1,35,Biracial (White/Black),2, ,p,complete,5,1,1,3,6
R_30lbZbl8fO1ewWI,5, ,1, ,6,5,35,Caucasian,2,no comments,p,complete,5,1,0,2,6
R_3lxp7dHRYpQRDZP,4, ,1, ,6,4,35,white,2, ,p,complete,1,3,1,2,6
R_3h3hIHXRWaCoFsA,5, ,1, ,5,1,35,White,2, ,p,complete,3,5,2,2,4
R_2nTaHdGFlif2C1r,4, ,1, ,2,1,35,White,2, ,p,complete,0,1,1,1,7
R_W86ey8QGaFzY4LL,2, ,1, ,4,4,35,white,2,no comments thanks for asking though  :),p,complete,4,3,3,0,7
R_6JuH3SAHC56lcoV,3, ,1, ,7,2,35,Caucasian,2, ,v,continuo,1,3,5,5,0
R_2qF216hA44fk82F,4, ,1, ,7,1,35,white-ish,2, ,v,continuo,2,4,5,4,0
R_1pFZTZuWGqMBB6i,4, ,1, ,3,6,35,white,2,"no, thank you",v,continuo,3,6,6,3,1
R_vThZoo0TmkjDClH,3, ,1, ,6,4,35,White,2, ,v,isolate,3,4,5,4,0
R_3pqYSHAINrVCH9x,3, ,1, ,4,5,35,asian,2, ,v,partial,6,3,4,2,0
R_3iyV3zaCnveyKtn,4, ,1, ,3,1,35,white,2,no,v,partial,0,5,7,3,0
R_2SkQvK6zdnRANoQ,3, ,1, ,7,2,35,Biracial,2,No,v,partial,3,6,5,5,0
R_232ERwhmznR425T,4, ,1, ,4,5,35,Caucasian,2, ,v,partial,4,5,0,5,0
R_vNoZSOgimBEZ2Zb,2, ,1, ,6,4,35,cuban american,2, ,v,partial,5,6,6,5,0
R_1kRewxbrBnbny7V,5, ,1, ,6,5,35,African American,2, ,v,partial,5,3,4,5,4
R_2y8B0niwzW6aENA,3, ,1, ,5,1,35,White,2,"These types of scenarios are very interesting, and it's good to see how we really feel about difficult situations we don't often think about.",v,partial,6,5,7,6,0
R_2xShGAsE7giDDTV,4, ,1, ,7,1,35,caucasian,2, ,v,temporar,5,4,7,4,0
R_27akasYSAIE8f1W,4, ,1, ,3,5,35,White,2, ,v,temporar,6,3,6,4,0
R_2c5DZgg9EosHnZE,4, ,1, ,2,5,35,White,2, ,v,complete, ,5,7,4,0
R_3nJaAtUuJ8VBQEj,5, ,1, ,2,7,35,White,2, ,v,complete,6,6,7,3,0
R_3JnjhHVMCfQLVm6,3, ,1, ,5,1,35,African,2,No,v,complete,0,3,7,3,0
R_3Gf9oeeUe9csFlw,5, ,1, ,6,1,34,white,2, ,p,continuo,4,1,2,6,7
R_25EN1FZSRCQ9w5z,3, ,1, ,7,1,34,white,2,No,p,continuo,3,0,3,2,7
R_BzZpHIjOkZwuWch,3, ,1, ,3,7,34,White,2, ,p,continuo,0,0,0,1,7
R_3p4PPoYonl5aYVP,3, ,1, ,5,4,34,white,2,no,p,contagio,0,0,0,6,7
R_1IR78WqBVYvSviJ,5, ,1, ,3,4,34,Caucasian,2,No,p,contagio,0, , ,4,7
R_31YKgYDIBDUtFHk,3, ,1, ,1,2,34,White American,2, ,p,contagio,4,0,1,3,7
R_2wRXC6XCV9NAFTI,2, ,1, ,6,4,34,white,2, ,p,contagio,1,0,7,2,7
R_1CmBigmQu4MiOGN,4, ,1, ,1,7,34,White,2, ,p,isolate,2,2,1,7,7
R_PUTzXL0K5NXqzw5,5, ,1, ,7,1,34,white,2,no,p,isolate,4,0,0,4,7
R_2zUaxjCQA6eszpD,2, ,1, ,7,1,34,White,2,none,p,isolate,0,3,0,2,7
R_2B8Sg3aNnwb8IjM,4, ,1, ,1,7,34,White,2, ,p,isolate,7,0,5,1,1
R_3r0rr2mRbSqyVxM,5, ,2,12,2,7,34,Latino,2,All good!,p,partial,4,2,3,5,5
R_UstFSVHj6gu8SAx,3, ,2,12,2,6,34,Asian,2,No,p,partial,3,3,3,4,4
R_211zjxaDCvLi8eu,5, ,1, ,7,1,34,Caucasian,2, ,p,partial,2,5,2,3,6
R_3K7O4TtEunAmtDX,8,Associates Degree,1, ,2,5,34,White,2, ,p,partial,0,0,0,1,7
R_2Bhw3nTNDTiIrtZ,3, ,1, ,6,7,34,AFRICAN AMERICAN,2,NO,p,temporar, ,0,0,7,7
R_2CqcgwgNttQaIr1,8,tech school,1, ,4,1,34,prefer not to state,2,n/a,p,temporar,3,0,0,4,6
R_1P6ny79rNiQhFTl,3, ,1, ,3,1,34,white,2, ,p,temporar,0,0,0,3,7
R_xodi2atRdBmMRuV,2, ,1, ,2,7,34,white,2, ,p,temporar,2,0,0,3,7
R_eIPjPKzUlr4oBP3,4, ,1, ,2,6,34,white/ Caucasian,2, ,p,temporar,2,1,1,1,7
R_O9wx3AUatopYqsN,2, ,1, ,6,4,34,caucasian,2, ,p,temporar,0,6,7,1,0
R_oYltEeAiPsRDEhX,3, ,1, ,4,4,34,White,2, ,p,complete,5,1,2,3,7
R_D2jOaBr046fkuhH,4, ,1, ,6,1,34,Hispanic,2,None,p,complete,2,1,0,2,7
R_2OUvpTmeBQC3Xnw,5, ,1, ,5,4,34,indian,2, ,p,complete,3,0,1,1,7
R_2riw15bpZ7xrUAU,3, ,1, ,4,2,34,white,2, ,p,complete,5,0,0,1,7
R_6gtJbjliKg6zCox,4, ,1, ,4,1,34,hispanic,2, ,p,complete,1,1,6,0,0
R_exSvzSWPHnd1TGx,4, ,1, ,6,1,34,American,2,no,v,continuo,3,6,7,5,0
R_3NJqXon9F3cU0C1,3, ,1, ,4,3,34,aa,2, ,v,continuo,2,5,6,4,0
R_3ERaMjeODzNiSb2,3, ,1, ,6,7,34,White,2, ,v,continuo,3,5,6,4,1
R_1FOF4Je9I3atTYw,5, ,1, ,7,6,34,white,2, ,v,continuo,5,4,5,4,1
R_2AFomh3nmRAeHo2,7, ,1, ,5,1,34,caucasian,2,no,v,continuo,3,4,5,3,0
R_2ZCbuwWCyV5elRY,5, ,1, ,4,2,34,american,2, ,v,continuo,1,4,4,2,2
R_3Odh7bLvr2KntXQ,7, ,1, ,7,1,34,white,2, ,v,contagio,0,7,7,5,0
R_1hLINjuMvTDeS9r,5, ,1, ,2,6,34,white,2, ,v,contagio,2,3,2,4,0
R_27dhXl1nnZ90hFH,4, ,1, ,3,4,34,White Hispanic / Sephardic Jew,2,"No, thank you!",v,contagio,1,7,7,4,0
R_2Yya6gLa01vVWvY,4, ,1, ,7,4,34,caucasian,2, ,v,contagio,0,5,5,4,0
R_2whuuHZWcachmeA,2, ,1, ,4,3,34,white,2, ,v,isolate,6,5,6,4,0
R_2QsqJjvi2fH6K8E,3, ,1, ,2,5,34,White,2, ,v,isolate,0,6,6,3,0
R_6Q1mJ97PMiyz7wJ,5, ,1, ,1,7,34,Caucasian,2, ,v,isolate,2,6,1,3,0
R_3P7Z9TwFqORKcan,3, ,1, ,3,7,34,white,2, ,v,isolate,3,7,5,2,0
R_VRbR7bD5ytGQAut,4, ,1, ,6,2,34,caucasian,2, ,v,partial,0,1,2,2,0
R_vMmLy1NlUKEegKt,4, ,1, ,6,1,34,White,2, ,v,partial,4,5,2,3,0
R_1Iz0uzugZ3FNBe0,3, ,1, ,4,4,34,Asian,2, ,v,partial,4,4,4,4,6
R_2ZQEVdyCz2BIOE0,3, ,1, ,4,6,34,non hispanic,2,no,v,partial,5,7,7,4,0
R_2WPsLjfGr7PF5CX,4, ,1, ,1,7,34,african american,2,NO,v,temporar,1,6,1,5,0
R_uaXnl00kCEWdMIN,3, ,1, ,3,4,34,white,2,There's no mention of the ways in which Kim was not herself to judge how traumatized she was on deeper levels compared to others.,v,temporar,4,7,7,4,0
R_3IauA4JN5W5C4UZ,3, ,1, ,4,3,34,white,2, ,v,complete,7,6,7,2,1
R_1LGPukbCLUBT7QC,3, ,1, ,6,5,33,white,2, ,p,continuo,3,0,0,3,7
R_RCRdt76RglkDiFP,3, ,1, ,2,6,33,white,2, ,p,continuo,1,1,1,1,0
R_2tEWBPcn93eVk3b,3, ,1, ,1,6,33,Caucasian,2, ,p,contagio,5,0,0,5,7
R_2EbeWGAYJN72twA,3, ,1, ,4,3,33,White,2, ,p,contagio,1,1,1,4,7
R_3gUHe08n4GA7utP,6, ,1, ,4,6,33,WHITE,2, ,p,contagio,6,4,5,4,5
R_25Zd5IypBNNsvsm,4, ,1, ,7,2,33,White,2, ,p,contagio,1,1,0,4,7
R_9Aj1xbmxyLn0OFb,2, ,1, ,3,1,33,white,2, ,p,contagio,0,0,0,3,6
R_1GZg5v1WCuC7Q2v,5, ,1, ,3,5,33,White,2, ,p,contagio,4,3,6,2,0
R_1GDNENauoAAmgmH,3, ,1, ,4,1,33,white,2,"Thanks for the quality HITs, keep up the great work and have a magically delicious day! ^_^",p,isolate,1,1,1,4,7
R_3RqHskbfA6Ieciq,5, ,1, ,4,4,33,white,2,no,p,isolate,5,1,0,3,7
R_2aIHpwx1RprODo6,2, ,1, ,6,3,33,hispanic,2, ,p,isolate,6,1,3,2,1
R_1DZlJmPM1XL1pcu,7, ,1, ,5,2,33,Korean,2, ,p,isolate, , , ,1,5
R_psftfKen6A8oszD,3, ,1, ,4,2,33,Caucasian,2, ,p,partial,0,2,2,0,6
R_25F8nV7EAu6WQ1P,4, ,1, ,3,1,33,white,2, ,p,temporar,7,7,7,5,0
R_3Jhjfq3AbDqDbjR,2, ,1, ,7,1,33,caucasian,2, ,p,temporar,4,0,1,3,7
R_3KorpSj2aEZV4UY,4, ,1, ,4,1,33,white,2,no,p,temporar,2,1,1,3,6
R_1CrQwt6ohYUeaTi,5, ,1, ,2,6,33,caucasion,2,Was kim the mugger or the victim? the question was very unclear,p,temporar,1,0,7,1,0
R_3rH7nrWChy2ZjXi,4, ,1, ,5,2,33,Asian,2, ,p,complete,7,6,1,2,7
R_2U00tRu4FYSf3Zr,3, ,1, ,4,3,33,white,2,I'm not sure if this was supposed to be about a lady that was mugged or who mugged someone. The first sentence says that she mugged someone but then the rest of it makes it sound like she was the one that was mugged and the questions made me wonder if thesentence was wrong. I read it multiple times though and it stated that she mugged someone.,p,complete,2,0,0,2,7
R_0JLrBqBFmVJV9pT,4, ,1, ,5,4,33,Black,2,no,v,complete,7,7,7, ,0
R_1ih7EpF0YcPeeNm,4, ,1, ,6,1,33,"White, non-hispanic",2, ,v,continuo,1,5,6,6,0
